Date,Activity,Activity type,Unit,Amount executed
2025-05-08,Foundation pouring,Building,m3,4445.42141723947
2025-01-14,Terrain leveling,Building,m3,4827.756295375169
2025-02-28,Iron mining,Railway,m3,850.135024579054
2025-12-11,Rolling/Tractor,Road,m2,2630.216036392151
2025-10-29,Iron mining,Railway,m3,3027.8693234474695
2025-01-18,Pavement,Road,m2,2235.0451643968527
2025-05-03,Removing trees,Building,m2,4896.624418992874
2025-04-25,Anchorage,Railway,m2,3282.8768060412212
2025-08-16,Foundation pouring,Building,m3,3327.780645283188
2025-01-28,Laying steel rail,Railway,m,2771.357838417506
2025-12-01,Foundation pouring,Building,m3,3134.4152210782227
2025-04-19,Coat preparation,Road,L,3932.087734238375
2025-09-23,Foundation pouring,Building,m3,4831.476641794875
2025-02-16,Ballast,Railway,m3,2364.254406616194
2025-07-21,Removing trees,Building,m2,293.6952354650224
2025-12-10,Laying steel rail,Railway,m,3834.3395601092457
2025-06-12,Pavement,Road,m2,3411.9211632075085
2025-05-30,Pavement,Road,m2,3272.9007306788094
2025-10-22,Walling,Building,m2,4379.970950889698
2025-10-29,Pavement,Road,m2,2100.009012703546
2025-09-08,Rolling/Tractor,Road,m2,4797.855572608146
2025-12-13,Walling,Building,m2,3829.697568032134
2025-12-18,Coat preparation,Road,L,2178.6502821503755
2025-05-19,Anchorage,Railway,m2,164.38648886208384
2025-03-27,Laying steel rail,Railway,m,2129.8144223801996
2025-06-15,Foundation pouring,Building,m3,3450.6964578109496
2025-11-04,Pavement,Road,m2,739.43718531917
2025-02-03,Rolling/Tractor,Road,m2,2370.7390438955035
2025-03-22,Anchorage,Railway,m2,1936.9755282928181
2025-06-08,Iron mining,Railway,m3,2264.6292673705766
2025-01-15,Anchorage,Railway,m2,1579.2721154779088
2025-09-25,Iron mining,Railway,m3,2181.7341183118037
2025-11-22,Removing trees,Building,m2,3108.056695042362
2025-05-22,Coat preparation,Road,L,3035.565264206566
2025-11-11,Removing trees,Building,m2,1066.1961412054739
2025-05-10,Walling,Building,m2,4470.123422402571
2025-04-17,Ballast,Railway,m3,2887.4776459255518
2025-06-10,Laying steel rail,Railway,m,1848.162654744907
2025-03-04,Pavement,Road,m2,3888.8884307184903
2025-03-19,Coat preparation,Road,L,242.90203346571727
2025-05-13,Ballast,Railway,m3,2604.765433145112
2025-05-08,Pavement,Road,m2,3287.1718838730285
2025-02-26,Terrain leveling,Building,m3,1677.766269029738
2025-03-11,Ballast,Railway,m3,4025.2329091987917
2025-01-02,Foundation pouring,Building,m3,3740.687303428265
2025-04-02,Foundation pouring,Building,m3,574.2958083675547
2025-06-01,Pavement,Road,m2,723.4198373765272
2025-05-03,Removing trees,Building,m2,971.2429098784958
2025-05-22,Rolling/Tractor,Road,m2,2047.8553833553358
2025-06-26,Laying steel rail,Railway,m,1325.7048500812164
2025-09-16,Rolling/Tractor,Road,m2,1336.7806109786568
2025-02-11,Foundation pouring,Building,m3,578.3702621900854
2025-03-18,Pavement,Road,m2,3776.552050225718
2025-02-14,Removing trees,Building,m2,262.45472576100605
2025-01-11,Cement making,Building,m3,1712.8139410903336
2025-11-05,Pavement,Road,m2,1660.2617779397876
2025-07-03,Coat preparation,Road,L,3608.2868784765155
2025-06-12,Foundation pouring,Building,m3,1343.7434268646787
2025-02-18,Cement making,Building,m3,1195.6503252521893
2025-07-05,Laying steel rail,Railway,m,3980.288213931614
2025-02-19,Walling,Building,m2,3670.099281843812
2025-08-18,Cement making,Building,m3,3399.3961795460964
2025-01-04,Ballast,Railway,m3,1597.960457310561
2025-06-16,Ballast,Railway,m3,663.5687445808124
2025-05-05,Coat preparation,Road,L,1991.8821714241346
2025-02-06,Terrain leveling,Building,m3,413.15711814086995
2025-05-19,Laying steel rail,Railway,m,701.0053917363579
2025-02-24,Walling,Building,m2,2189.9624952368936
2025-03-26,Foundation pouring,Building,m3,1977.0086770845685
2025-10-23,Ballast,Railway,m3,152.31409904089722
2025-12-08,Foundation pouring,Building,m3,4254.181355594457
2025-01-18,Removing trees,Building,m2,2423.808596145986
2025-09-07,Rolling/Tractor,Road,m2,1883.3013006790723
2025-08-12,Removing trees,Building,m2,2851.87982312618
2025-11-08,Subbase application,Road,m2,1704.0072149972746
2025-12-19,Cement making,Building,m3,4758.264343566351
2025-11-03,Removing trees,Building,m2,4956.891305796363
2025-03-28,Subbase application,Road,m2,142.99308302416324
2025-10-03,Walling,Building,m2,1512.3890834046672
2025-01-08,Terrain leveling,Building,m3,2042.9116188717699
2025-12-16,Anchorage,Railway,m2,1725.773390611407
2025-02-24,Anchorage,Railway,m2,3365.404376127415
2025-07-24,Walling,Building,m2,4272.626071039643
2025-01-06,Removing trees,Building,m2,2522.8747185352436
2025-07-03,Iron mining,Railway,m3,1042.8701651050576
2025-06-30,Anchorage,Railway,m2,4822.853114678592
2025-04-13,Ballast,Railway,m3,899.007129020662
2025-11-01,Subbase application,Road,m2,546.0079803846124
2025-01-24,Pavement,Road,m2,770.1752108741672
2025-10-21,Walling,Building,m2,427.838012012422
2025-04-23,Laying steel rail,Railway,m,3951.9785235677964
2025-08-22,Laying steel rail,Railway,m,291.7865633266681
2025-11-08,Coat preparation,Road,L,2516.0560265284707
2025-10-14,Rolling/Tractor,Road,m2,2538.729642861396
2025-08-27,Pavement,Road,m2,2665.7471272914886
2025-01-06,Ballast,Railway,m3,3241.3520575698262
2025-09-13,Iron mining,Railway,m3,2577.052041442669
2025-08-12,Rolling/Tractor,Road,m2,2617.367438421848
2025-03-13,Laying steel rail,Railway,m,1468.8165268467135
2025-05-30,Walling,Building,m2,542.7349874167159
2025-07-02,Coat preparation,Road,L,3193.5118989765992
2025-07-30,Cement making,Building,m3,4629.231647854228
2025-01-05,Ballast,Railway,m3,2730.334271893437
2025-01-17,Cement making,Building,m3,4828.596856302015
2025-09-02,Iron mining,Railway,m3,4405.174343879627
2025-08-18,Laying steel rail,Railway,m,1870.9717090918448
2025-11-10,Iron mining,Railway,m3,2126.2641977178546
2025-04-07,Cement making,Building,m3,2415.9036092955357
2025-05-10,Anchorage,Railway,m2,2188.2999528071373
2025-07-01,Rolling/Tractor,Road,m2,2141.522340027706
2025-12-15,Pavement,Road,m2,4399.277882777438
2025-01-27,Pavement,Road,m2,1157.765914217257
2025-09-17,Cement making,Building,m3,3170.2237580326487
2025-07-03,Foundation pouring,Building,m3,3873.2309460503557
2025-03-23,Ballast,Railway,m3,3384.8942346375693
2025-12-01,Subbase application,Road,m2,1527.2470463500688
2025-04-08,Removing trees,Building,m2,50.20447070903267
2025-12-09,Foundation pouring,Building,m3,4008.3659663893286
2025-10-24,Anchorage,Railway,m2,2993.777812135579
2025-04-12,Pavement,Road,m2,3791.263986857655
2025-11-24,Walling,Building,m2,4907.201663973975
2025-01-22,Laying steel rail,Railway,m,2044.0724950709628
2025-08-30,Laying steel rail,Railway,m,376.2387369471226
2025-07-30,Ballast,Railway,m3,2379.775443659343
2025-12-12,Subbase application,Road,m2,4845.725452894572
2025-02-04,Laying steel rail,Railway,m,3775.284218610052
2025-08-10,Foundation pouring,Building,m3,3749.862531743191
2025-04-04,Anchorage,Railway,m2,4771.270741871712
2025-09-12,Walling,Building,m2,920.1552812523006
2025-09-17,Rolling/Tractor,Road,m2,2840.2988741095464
2025-12-16,Rolling/Tractor,Road,m2,344.8273335646701
2025-05-08,Cement making,Building,m3,1400.1443443764472
2025-07-13,Laying steel rail,Railway,m,1985.9356600617912
2025-04-08,Pavement,Road,m2,3217.6670213499224
2025-04-01,Pavement,Road,m2,4613.851782927164
2025-11-28,Subbase application,Road,m2,244.86207710950282
2025-02-19,Terrain leveling,Building,m3,52.8145825194376
2025-10-29,Rolling/Tractor,Road,m2,1335.7414460406142
2025-05-12,Iron mining,Railway,m3,3264.8480076075725
2025-01-14,Foundation pouring,Building,m3,4877.892924974537
2025-03-31,Foundation pouring,Building,m3,2860.7950138025285
2025-11-01,Pavement,Road,m2,2437.6793690857744
2025-06-17,Subbase application,Road,m2,1804.237732118885
2025-08-04,Rolling/Tractor,Road,m2,2849.2024304793345
2025-09-21,Cement making,Building,m3,2763.732721174568
2025-04-21,Coat preparation,Road,L,2294.8826480495295
2025-08-05,Walling,Building,m2,2127.521924260561
2025-02-26,Ballast,Railway,m3,2334.6752763884188
2025-02-03,Laying steel rail,Railway,m,3588.5160692405066
2025-02-21,Iron mining,Railway,m3,2280.8108156536496
2025-05-13,Walling,Building,m2,2261.077699506976
2025-07-11,Ballast,Railway,m3,4009.150499483586
2025-02-05,Laying steel rail,Railway,m,3939.525522515938
2025-12-22,Removing trees,Building,m2,3204.7922363665216
2025-10-01,Removing trees,Building,m2,2645.2882071916774
2025-05-02,Iron mining,Railway,m3,2100.828313122596
2025-06-15,Anchorage,Railway,m2,1438.5755599089362
2025-02-06,Ballast,Railway,m3,1161.9086514095916
2025-09-23,Rolling/Tractor,Road,m2,3353.994303646285
2025-10-15,Ballast,Railway,m3,3549.6246067739544
2025-06-19,Coat preparation,Road,L,2629.802104743392
2025-09-08,Ballast,Railway,m3,1980.2192983645266
2025-04-25,Removing trees,Building,m2,3368.8913491889184
2025-06-23,Iron mining,Railway,m3,2126.6193894824996
2025-01-16,Subbase application,Road,m2,2736.9633082133373
2025-06-19,Cement making,Building,m3,4640.540142875675
2025-05-17,Terrain leveling,Building,m3,1469.8735190879902
2025-04-26,Subbase application,Road,m2,275.06912381541736
2025-05-20,Rolling/Tractor,Road,m2,3137.3819930370673
2025-01-17,Cement making,Building,m3,3306.685527959632
2025-10-09,Laying steel rail,Railway,m,3463.4650789040393
2025-04-26,Removing trees,Building,m2,305.517838299143
2025-08-07,Iron mining,Railway,m3,2312.264879846489
2025-12-15,Subbase application,Road,m2,2335.527365719413
2025-03-15,Subbase application,Road,m2,2351.357495715656
2025-09-22,Iron mining,Railway,m3,3418.367555699785
2025-05-31,Walling,Building,m2,3147.390681296956
2025-03-26,Laying steel rail,Railway,m,3836.421851612305
2025-07-28,Ballast,Railway,m3,1639.7066732280425
2025-04-10,Ballast,Railway,m3,4836.834964167123
2025-04-23,Walling,Building,m2,791.1694617657012
2025-08-22,Cement making,Building,m3,3018.4973609773065
2025-10-17,Terrain leveling,Building,m3,2307.2243877385413
2025-12-23,Ballast,Railway,m3,1111.544183485889
2025-09-08,Anchorage,Railway,m2,828.8291165273625
2025-06-12,Foundation pouring,Building,m3,2701.994310650122
2025-05-25,Rolling/Tractor,Road,m2,986.2352764144938
2025-09-16,Anchorage,Railway,m2,1405.0742106217313
2025-10-08,Foundation pouring,Building,m3,2301.998708799985
2025-05-07,Rolling/Tractor,Road,m2,4976.293194280332
2025-09-09,Walling,Building,m2,665.7481294721846
2025-02-13,Anchorage,Railway,m2,3280.5999788659997
2025-06-26,Laying steel rail,Railway,m,4092.2096192444956
2025-10-02,Walling,Building,m2,62.4602813817815
2025-12-19,Removing trees,Building,m2,699.2280292106728
2025-01-15,Ballast,Railway,m3,203.337858667324
2025-01-04,Walling,Building,m2,1394.848820808271
2025-01-10,Foundation pouring,Building,m3,4982.087940186975
2025-08-06,Foundation pouring,Building,m3,92.13468994141327
2025-08-02,Anchorage,Railway,m2,2616.824799294214
2025-03-23,Laying steel rail,Railway,m,1436.852709062853
2025-06-27,Foundation pouring,Building,m3,2646.9011994934463
2025-11-22,Walling,Building,m2,1955.4281279062457
2025-03-20,Anchorage,Railway,m2,2078.131491794985
2025-12-06,Iron mining,Railway,m3,4236.939919075618
2025-03-24,Removing trees,Building,m2,465.04616555323844
2025-04-11,Removing trees,Building,m2,2641.1248004564604
2025-12-08,Foundation pouring,Building,m3,3526.930870571263
2025-08-12,Laying steel rail,Railway,m,71.43798213798792
2025-06-13,Cement making,Building,m3,1510.1739505313888
2025-04-07,Laying steel rail,Railway,m,1424.6177597426995
2025-08-19,Ballast,Railway,m3,4322.911802590667
2025-02-09,Pavement,Road,m2,391.76733080144635
2025-03-14,Iron mining,Railway,m3,718.3763869084237
2025-11-09,Anchorage,Railway,m2,665.8610655547448
2025-11-23,Foundation pouring,Building,m3,214.35064535565652
2025-10-22,Ballast,Railway,m3,3241.4037703916315
2025-07-23,Subbase application,Road,m2,3465.7258636161787
2025-12-21,Foundation pouring,Building,m3,2167.649922834515
2025-06-07,Rolling/Tractor,Road,m2,2897.720726958278
2025-11-01,Rolling/Tractor,Road,m2,2740.647621020955
2025-04-12,Laying steel rail,Railway,m,4235.619038513235
2025-10-01,Ballast,Railway,m3,2954.1084456306294
2025-01-19,Terrain leveling,Building,m3,1294.0431132730469
2025-10-06,Walling,Building,m2,4946.787872379996
2025-09-18,Foundation pouring,Building,m3,3910.3155074452907
2025-01-13,Foundation pouring,Building,m3,2916.1341259549804
2025-09-12,Coat preparation,Road,L,4102.24965566667
2025-11-26,Coat preparation,Road,L,4355.253049491153
2025-07-01,Removing trees,Building,m2,515.0121967232025
2025-06-11,Coat preparation,Road,L,2712.9270274740834
2025-09-07,Rolling/Tractor,Road,m2,4593.151688346627
2025-03-16,Foundation pouring,Building,m3,1484.1044955131633
2025-12-22,Anchorage,Railway,m2,5.485008040342909
2025-04-21,Anchorage,Railway,m2,2979.867554898935
2025-02-25,Subbase application,Road,m2,4979.677193532713
2025-06-16,Terrain leveling,Building,m3,2379.7290427691355
2025-09-03,Anchorage,Railway,m2,921.7801561274996
2025-11-13,Terrain leveling,Building,m3,272.8864808224929
2025-07-19,Iron mining,Railway,m3,2039.8585317314132
2025-11-19,Coat preparation,Road,L,495.85077982057413
2025-05-21,Coat preparation,Road,L,4430.625752019707
2025-06-06,Walling,Building,m2,1278.1070360514657
2025-03-12,Subbase application,Road,m2,2978.6257433184455
2025-11-06,Pavement,Road,m2,230.9876512088621
2025-05-07,Cement making,Building,m3,4448.187885397142
2025-02-25,Ballast,Railway,m3,4632.9183976846425
2025-06-30,Terrain leveling,Building,m3,792.7780256932854
2025-01-24,Subbase application,Road,m2,4461.235398014403
2025-12-25,Subbase application,Road,m2,1172.4825615533491
2025-11-29,Terrain leveling,Building,m3,4240.775358278706
2025-06-29,Laying steel rail,Railway,m,1650.5781122274088
2025-07-12,Laying steel rail,Railway,m,675.7711713221315
2025-05-04,Coat preparation,Road,L,461.20604853069125
2025-10-25,Ballast,Railway,m3,4216.899749590105
2025-05-08,Rolling/Tractor,Road,m2,3013.2336235162948
2025-04-23,Coat preparation,Road,L,1811.725545025175
2025-11-19,Laying steel rail,Railway,m,1065.9395831380652
2025-08-06,Removing trees,Building,m2,3575.6944898020383
2025-06-24,Pavement,Road,m2,410.10027489491506
2025-02-25,Walling,Building,m2,3593.0796110351857
2025-11-06,Rolling/Tractor,Road,m2,1777.628241074038
2025-11-23,Foundation pouring,Building,m3,3463.0603440147074
2025-06-02,Removing trees,Building,m2,2932.761871613302
2025-02-20,Iron mining,Railway,m3,105.00320988658662
2025-06-05,Laying steel rail,Railway,m,1050.931448980935
2025-12-24,Subbase application,Road,m2,1147.9418216221488
2025-05-12,Terrain leveling,Building,m3,2635.2125710915398
2025-08-15,Laying steel rail,Railway,m,3480.555172458229
2025-04-10,Walling,Building,m2,2656.4868778888485
2025-06-11,Foundation pouring,Building,m3,3117.3097130565743
2025-06-28,Rolling/Tractor,Road,m2,1118.1870462124677
2025-01-31,Iron mining,Railway,m3,1940.927005890971
2025-10-12,Rolling/Tractor,Road,m2,2360.323884451738
2025-03-14,Pavement,Road,m2,4467.4202232678035
2025-07-27,Terrain leveling,Building,m3,2635.2540191713847
2025-09-13,Cement making,Building,m3,3013.4186590451213
2025-03-19,Pavement,Road,m2,2548.6098663339635
2025-05-18,Cement making,Building,m3,3351.575235279241
2025-04-16,Pavement,Road,m2,2086.6104616650096
2025-02-22,Anchorage,Railway,m2,553.0910106859238
2025-07-24,Iron mining,Railway,m3,4103.606985116029
2025-06-27,Foundation pouring,Building,m3,2530.7383777119203
2025-10-16,Rolling/Tractor,Road,m2,3263.5822097489086
2025-04-27,Walling,Building,m2,214.55042296696703
2025-05-24,Rolling/Tractor,Road,m2,2693.1616329608214
2025-09-30,Rolling/Tractor,Road,m2,78.24725907246699
2025-08-22,Anchorage,Railway,m2,2672.6580045054416
2025-10-08,Walling,Building,m2,3259.5764079457886
2025-04-04,Pavement,Road,m2,4961.245821097353
2025-07-27,Foundation pouring,Building,m3,3013.493112552372
2025-12-03,Removing trees,Building,m2,2202.454615475864
2025-11-06,Subbase application,Road,m2,3044.310796829773
2025-05-25,Ballast,Railway,m3,3901.0135060607176
2025-10-01,Cement making,Building,m3,1081.822544159482
2025-11-24,Laying steel rail,Railway,m,4800.329987562615
2025-10-29,Ballast,Railway,m3,2206.4883881169008
2025-07-25,Pavement,Road,m2,1954.5309589809494
2025-03-29,Pavement,Road,m2,3059.0488159426936
2025-08-16,Laying steel rail,Railway,m,1197.4327755737602
2025-11-27,Cement making,Building,m3,1468.6914707199012
2025-06-06,Coat preparation,Road,L,114.78571831336104
2025-02-18,Anchorage,Railway,m2,4838.842869935507
2025-05-11,Iron mining,Railway,m3,2561.7961704476206
2025-02-28,Ballast,Railway,m3,3087.872423489652
2025-12-22,Terrain leveling,Building,m3,1505.7732237312987
2025-01-09,Ballast,Railway,m3,2159.9071817391487
2025-05-11,Foundation pouring,Building,m3,3768.65455769404
2025-06-13,Anchorage,Railway,m2,3314.3953291577855
2025-08-06,Cement making,Building,m3,3585.4062181390723
2025-10-26,Pavement,Road,m2,1147.2191214378956
2025-08-31,Anchorage,Railway,m2,4755.48134456847
2025-09-21,Cement making,Building,m3,3775.604125982711
2025-02-26,Rolling/Tractor,Road,m2,4253.687116228102
2025-10-23,Cement making,Building,m3,1877.7606214628856
2025-01-05,Terrain leveling,Building,m3,3176.318004671053
2025-03-14,Pavement,Road,m2,1469.4346070688314
2025-05-04,Ballast,Railway,m3,3755.0290382918033
2025-11-20,Anchorage,Railway,m2,3936.0378133914287
2025-07-19,Removing trees,Building,m2,285.782876134415
2025-06-05,Pavement,Road,m2,1042.8446794770018
2025-11-26,Pavement,Road,m2,1338.8053089950008
2025-09-30,Terrain leveling,Building,m3,3398.323742383638
2025-07-21,Anchorage,Railway,m2,3667.7198453245364
2025-10-01,Pavement,Road,m2,1237.843202971315
2025-01-02,Removing trees,Building,m2,3186.1558084205085
2025-03-21,Removing trees,Building,m2,2876.9412944517085
2025-04-08,Terrain leveling,Building,m3,76.76661112818562
2025-02-05,Walling,Building,m2,4814.658998064104
2025-11-29,Iron mining,Railway,m3,1123.7685984727214
2025-10-27,Cement making,Building,m3,167.03678811723356
2025-04-16,Coat preparation,Road,L,4283.193629739918
2025-11-05,Iron mining,Railway,m3,2907.0970690566287
2025-10-04,Subbase application,Road,m2,126.80580509215389
2025-06-12,Subbase application,Road,m2,1668.1767666979254
2025-08-31,Walling,Building,m2,402.18294549094867
2025-04-01,Coat preparation,Road,L,629.3866276428189
2025-06-18,Subbase application,Road,m2,1563.335487297392
2025-11-18,Pavement,Road,m2,4101.733541145317
2025-08-31,Rolling/Tractor,Road,m2,748.289934883789
